Feature ID,PMT1 leaf control,PMT1 leaf topped,PMT1 root control,PMT1 root topped,PMT2 leaf control,PMT2 leaf topped,PMT2 root control,PMT2 root topped,PMT3 leaf control,PMT3 leaf topped,PMT3 root control,PMT3 root topped,TN90 leaf control,TN90 leaf topped,TN90 root control,TN90 root topped,Swissprot,,Solyc,,GO ontology (biological process)
NITAB046421.1,0.0289,0.0098,5.1487,5.9766,0.0292,0.0386,7.0518,6.1025,0.0583,0.0304,9.8847,26.5423,0.0362,0.0299,5.4181,8.1265,Lipid transfer-like protein VAS,sp|Q9FFY3|VAS_ARATH,"Alpha-amylase inhibitor, lipid transfer and seed storage protein ",Solyc03g005210.3.1,0
NITAB046431.1,0.3387,0.2816,1.2325,2.1725,0.5042,0.5836,3.2567,2.5408,0.3329,0.1155,0.5017,1.0522,0.1477,0.3030,0.5127,1.3834,Probable xyloglucan endotransglucosylase/hydrolase protein 5,sp|Q9XIW1|XTH5_ARATH,Xyloglucan endotransglucosylase/hydrolase ,Solyc03g031800.3.1,cell wall biogenesis [GO:0042546]; cell wall organization [GO:0071555]; xyloglucan metabolic process [GO:0010411]
NITAB046751.1,0.0543,0.0157,11.3886,8.2752,0.0104,0.0144,3.7608,4.4762,0.0236,0.0579,14.5302,9.2448,0.0745,0.0636,5.4415,1.8926,Early nodulin-93,sp|Q02921|NO93_SOYBN,Early nodulin 93 protein ,Solyc12g006680.2.1,nodulation [GO:0009877]
NITAB046853.1,0.0178,0.0000,3.1258,2.0512,0.0000,0.0047,2.4006,3.6437,0.0054,0.0086,1.5570,3.6320,0.0215,0.0000,4.8866,6.8978,Fruit-specific protein,sp|P14903|FSPM_SOLLC,Metallocarboxypeptidase inhibitor ,Solyc05g008150.3.1,0
NITAB046886.1,1.8938,2.2483,5.3133,6.4214,2.0776,2.1517,6.0101,5.4736,3.8264,2.5260,6.5084,6.4389,2.2441,1.4943,5.0693,4.6960,#N/A,#N/A,MATH domain-containing protein ,Solyc03g005430.3.1,#N/A
NITAB046893.1,0.2465,0.1808,1.8525,2.1311,0.2146,0.1070,2.0590,1.8222,0.3297,0.2651,2.7919,6.6364,0.1808,0.2469,1.7534,2.3756,3-ketoacyl-CoA synthase 11,sp|O48780|KCS11_ARATH,3-ketoacyl-CoA synthase ,Solyc03g005320.3.1,fatty acid biosynthetic process [GO:0006633]; response to cold [GO:0009409]; response to light stimulus [GO:0009416]
NITAB047070.1,0.1648,0.1660,1.9461,1.2819,0.1880,0.2767,1.2628,0.9311,0.4203,0.2112,1.9034,1.1054,0.4654,0.0544,3.5103,1.0414,Amino acid transporter AVT1J,sp|Q9LXF8|AVT1J_ARATH,Amino acid transporter family protein ,Solyc11g008440.2.1,amino acid transmembrane transport [GO:0003333]
NITAB047083.1,0.9966,0.5241,3.1492,5.3770,0.6319,0.8295,1.7986,2.6414,0.7764,2.2131,1.2521,2.5588,0.8176,0.3315,1.4808,3.3942,"Calcium uniporter protein 4, mitochondrial",sp|Q9FJV7|MCU4_ARATH,"Calcium uniporter, mitochondrial ",Solyc06g082780.3.1,mitochondrial calcium ion homeostasis [GO:0051560]
NITAB047088.1,0.0326,0.0159,6.4946,9.1474,0.0413,0.0086,9.0936,12.2052,0.0257,0.0222,3.4335,5.3945,0.0227,0.0244,3.6282,10.5642,Cytochrome P450 714A1,sp|Q93Z79|C14A1_ARATH,Cytochrome P450 ,Solyc06g082730.2.1,0
NITAB047126.1,22.3385,4.2926,15.5008,8.8138,13.3113,13.2312,17.0807,14.3694,12.5739,33.3740,20.3237,13.6764,45.6243,8.2030,19.6967,19.5930,"Chaperone protein ClpB4, mitochondrial",sp|Q8VYJ7|CLPB4_ARATH,Solanum lycopersicum heat shock protein,Solyc03g115230.3.1,protein metabolic process [GO:0019538]; protein refolding [GO:0042026]; response to heat [GO:0009408]
NITAB047199.1,0.1804,0.2355,8.3376,16.2422,0.2757,0.2679,10.0541,11.5651,0.1270,0.2013,8.4165,8.6257,0.1846,0.3976,6.0326,10.7778,Probable glucuronosyltransferase 47 A,sp|A9RGD8|GT47A_PHYPA,DB279,Solyc06g068770.3.1,cell wall organization [GO:0071555]; glucuronoxylan biosynthetic process [GO:0010417]; plant-type secondary cell wall biogenesis [GO:0009834]; protein glycosylation [GO:0006486]; xylan biosynthetic process [GO:0045492]
NITAB047201.1,3.5232,3.1074,12.2422,11.0026,2.9688,2.6785,8.9783,6.5142,5.2311,5.0514,11.8256,10.1143,5.5567,1.0173,14.4691,10.2630,#N/A,#N/A,Negative regulator of sporulation MDS3 ,Solyc03g117840.3.1,#N/A
NITAB047202.1,0.5130,0.5436,2.4675,3.1316,0.5803,0.3938,2.3269,1.6014,0.4275,1.5681,2.3870,2.1652,1.2875,0.3987,3.2719,1.8054,#N/A,#N/A,CCR4-NOT transcription complex subunit 1 ,Solyc01g090780.3.1,#N/A
NITAB047212.1,1.1097,1.5704,46.2737,52.9879,2.1685,2.8138,55.7765,70.3120,0.7993,1.6710,40.7009,52.3257,1.0378,3.4267,55.8663,73.4386,Hydroxyproline-rich systemin,sp|Q7XAD0|HSY1_SOLLC,Hydroxyproline-rich systemin ,Solyc06g068520.3.1,defense response [GO:0006952]
NITAB047222.1,0.1120,0.0371,2.8330,2.1437,0.6798,0.1634,8.1481,9.2634,0.1672,0.1155,1.5847,2.8417,0.1635,0.1275,2.4694,4.3385,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB047232.1,2.5800,3.1068,1.5154,2.9620,3.7008,3.7158,2.8944,4.1731,2.0382,1.7076,0.7282,1.8619,1.7936,4.9653,0.9244,3.2005,#N/A,#N/A,Tetratricopeptide repeat ,Solyc06g068230.3.1,#N/A
NITAB047235.1,2.9218,1.6539,14.7445,10.8678,1.8648,2.0791,10.3585,7.7876,5.1356,4.2521,13.8161,9.7806,5.7947,0.5772,16.9032,10.3693,SNF1-related protein kinase regulatory subunit gamma-like PV42a,sp|Q9XI37|PV42A_ARATH,SNF4,Solyc06g068160.3.1,developmental process involved in reproduction [GO:0003006]; embryo sac development [GO:0009553]; pollen development [GO:0009555]; pollen tube guidance [GO:0010183]; stamen development [GO:0048443]
NITAB047265.1,0.0000,0.0058,0.4525,0.6229,0.0146,0.0021,1.2450,2.2851,0.0015,0.0000,0.1809,0.6881,0.0000,0.0000,0.2327,1.6803,Probable 2-oxoglutarate-dependent dioxygenase AOP1.2,sp|Q945B6|AOP1L_ARATH,2-oxoglutarate-dependent dioxygenase ,Solyc06g067870.3.1,0
NITAB047266.1,0.0000,0.0051,1.0161,1.3838,0.0000,0.0029,2.5048,3.1617,0.0105,0.0000,0.1843,0.7240,0.0000,0.0000,0.2552,2.3403,Probable 2-oxoglutarate-dependent dioxygenase AOP1.2,sp|Q945B6|AOP1L_ARATH,2-oxoglutarate-dependent dioxygenase ,Solyc06g067860.3.1,0
NITAB047267.1,0.0203,0.0052,1.8957,2.0332,0.0055,0.0062,3.6943,4.6530,0.0128,0.0053,0.3634,1.3552,0.0044,0.0000,0.6071,3.3036,Probable 2-oxoglutarate-dependent dioxygenase AOP1.2,sp|Q945B6|AOP1L_ARATH,2-oxoglutarate-dependent dioxygenase-related family protein ,Solyc06g066830.3.1,0
NITAB047331.1,0.0706,0.0580,6.1829,3.3374,0.0670,0.0371,6.2499,3.9625,0.0359,0.0259,5.5927,4.2593,0.0262,0.0000,3.8279,3.3945,Probable aquaporin TIP-type RB7-5A,sp|P21653|TIP1_TOBAC,tonoplast intrinsic protein 2.3,Solyc06g060760.3.1,0
NITAB047374.1,37.6689,39.2783,17.7616,17.9005,41.5709,45.5794,20.5473,16.7353,47.5956,35.7679,12.1809,9.0818,45.1729,39.3817,18.6501,13.8588,#N/A,#N/A,Cysteine/Histidine-rich C1 domain family protein ,Solyc01g073860.3.1,#N/A
NITAB047416.1,38.6281,61.3460,41.4639,96.3233,64.4009,103.1629,78.3210,148.4185,23.0352,55.6485,23.2659,64.0731,26.9155,163.7658,33.1663,107.2903,Stem 28 kDa glycoprotein,sp|P15490|VSPA_SOYBN,Acid phosphatase-like protein 1 ,Solyc06g062380.3.1,0
NITAB047451.1,0.0000,0.0115,1.2613,3.5624,0.0094,0.0017,2.3709,6.0624,0.0014,0.0000,0.7839,3.1589,0.0162,0.0000,0.7533,4.1655,#N/A,#N/A,Invertase/pectin methylesterase inhibitor family protein ,Solyc05g005030.3.1,#N/A
NITAB047518.1,0.5598,0.8996,13.5615,26.1863,0.6249,0.8094,20.5537,32.9311,0.5085,1.9441,8.9349,20.3270,1.0490,2.1265,9.5242,21.0651,Organ-specific protein S2,sp|P17772|OSS2_PEA,Organ-specific protein S2 ,Solyc10g009150.3.1,0
NITAB047525.1,1.0682,0.9397,2.6182,3.8863,1.2229,1.3488,3.6159,6.3419,0.7966,0.5379,1.5306,2.8585,0.7228,1.4057,2.2450,4.9220,ACT domain-containing protein ACR8,sp|Q9LNA5|ACR8_ARATH,"ACT domain containing protein, putative, expressed ",Solyc01g010000.3.1,response to abscisic acid [GO:0009737]
NITAB047562.1,8.6537,6.0766,6.7184,3.5044,6.4769,5.4088,4.4679,4.1680,10.1689,10.7000,5.0987,5.4810,10.7793,4.1387,4.7529,6.9512,Late embryogenesis abundant protein Lea5,sp|Q39644|LEA5_CITSI,Late embryogenesis abundant protein Lea5 ,Solyc09g075210.3.1,0
NITAB047735.1,1.5007,2.8661,2.6229,6.3253,1.4952,5.5498,4.8592,12.5867,4.2912,0.5929,0.7592,2.9724,1.0678,1.2217,1.3443,6.9639,Cytochrome P450 78A6,sp|Q9ZNR0|C78A6_ARATH,Cytochrome P450 ,Solyc10g009310.3.1,regulation of growth [GO:0040008]; seed development [GO:0048316]
NITAB047763.1,0.2837,0.2947,37.0606,25.8372,0.4613,0.3126,25.5498,23.3111,2.7719,0.4936,36.5442,27.0671,4.7672,0.1930,27.7544,20.6414,Alcohol dehydrogenase 3,sp|P14675|ADH3_SOLTU,Alcohol dehydrogenase ,Solyc06g059740.3.1,0
NITAB047765.1,0.1976,0.1581,2.6430,2.6859,0.3618,0.1424,2.7949,2.4888,0.0267,0.0238,2.4490,1.1843,0.0479,0.1799,0.8903,1.9223,#N/A,#N/A,tracheary element differentiation-related 6 ,Solyc03g033250.1.1,#N/A
NITAB047853.1,2.4430,3.0640,25.5094,27.8919,2.7601,1.6780,41.0109,21.0843,2.1912,1.2723,20.7666,25.4999,2.0137,2.6682,14.5599,31.1920,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB048053.1,4.0970,2.4708,4.0079,3.3945,0.9946,0.7562,7.0461,4.9837,2.0401,2.9085,6.2357,27.9097,1.0004,11.2453,6.9264,3.1774,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB048112.1,0.0000,0.0000,1.0084,0.7455,0.0000,0.0000,1.4064,2.4256,0.0000,0.0000,0.7614,1.5810,0.0039,0.0000,0.9970,2.8288,CEN-like protein 4,sp|Q9XH42|CET4_TOBAC,self-pruning,Solyc06g074350.3.1,0
NITAB048141.1,3.8376,5.6324,7.3056,14.2358,4.9931,4.9668,14.4656,14.1184,4.6964,4.2994,5.5469,6.8092,4.1242,3.5077,5.2025,17.1139,Histone H4,sp|Q76H85|H4_SILLA,histone H4 ,Solyc11g066160.1.1,nucleosome assembly [GO:0006334]
NITAB048145.1,0.0909,0.1089,2.5884,4.9600,0.3866,0.2894,5.1362,5.8862,0.1295,0.1332,1.2382,2.1735,0.1346,0.2605,1.5064,5.8709,Histone H4,sp|Q76H85|H4_SILLA,histone H4 ,Solyc11g066160.1.1,nucleosome assembly [GO:0006334]
NITAB048192.1,2.6501,0.1871,12.8988,6.4492,0.8323,1.1717,8.4651,5.8026,0.5130,3.6337,13.6504,4.0657,4.4053,0.2155,17.3308,10.5816,#N/A,#N/A,GATA transcription factor-like protein ,Solyc09g075600.2.1,#N/A
NITAB048271.1,0.0290,0.0237,6.8779,13.9554,0.0394,0.0966,9.9016,10.5723,0.0181,0.0432,6.6035,6.4869,0.0311,0.0678,4.4839,8.2400,Fasciclin-like arabinogalactan protein 13,sp|Q9FFH6|FLA13_ARATH,Fasciclin-like arabinogalactan protein ,Solyc06g075220.1.1,plant-type secondary cell wall biogenesis [GO:0009834]
NITAB048275.1,0.1705,0.1456,4.2257,6.0481,0.2640,0.3386,7.9739,11.6053,0.1071,0.1552,2.5074,2.4149,0.0529,0.2415,2.2616,8.0450,Aquaporin PIP2-4,sp|Q9ATM6|PIP24_MAIZE,plasma membrane intrinsic protein 2.6,Solyc11g069430.2.1,response to water deprivation [GO:0009414]
NITAB048306.1,0.2699,0.0658,4.0163,6.7251,0.2533,0.2710,6.3165,9.1285,0.0436,0.2006,1.8292,3.8530,0.1113,0.3282,2.3849,6.7884,Histone H2B,sp|P93354|H2B_TOBAC,Histone H2B ,Solyc06g074790.1.1,0
NITAB048307.1,0.1362,0.1263,3.8020,6.3893,0.2082,0.3177,6.1769,8.3555,0.0527,0.2054,1.9399,4.2959,0.0680,0.2062,2.6839,6.5319,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB048318.1,1.0330,0.7227,34.6481,25.7310,0.6751,0.9270,30.3050,19.9989,0.5107,1.0896,34.3067,18.2942,0.7386,0.8988,25.3014,18.3905,Aquaporin TIP1-2,sp|Q9ATM0|TIP12_MAIZE,tonoplast intrinsic protein 1.2,Solyc06g075650.3.1,0
NITAB048354.1,1.8519,1.8687,8.3231,8.0904,1.9731,1.4721,7.0633,5.0422,2.6280,3.0181,7.1675,8.6909,3.3711,1.0118,9.5293,9.3661,Probable protein phosphatase 2C 24,sp|Q9ZW21|P2C24_ARATH,Protein phosphatase 2C ,Solyc06g076400.3.1,0
NITAB048377.1,0.1187,0.2270,12.5639,20.3677,0.2243,0.2308,15.3623,17.1027,0.0664,0.0830,8.8123,10.0253,0.0747,0.4119,6.2235,15.2745,Pentatricopeptide repeat-containing protein At2g37310,sp|Q9ZUT5|PP191_ARATH,#N/A,#N/A,RNA modification [GO:0009451]
NITAB048382.1,1.3463,1.1721,2.3540,2.1475,1.3871,0.9045,2.3672,1.9830,1.5171,1.8463,2.4235,5.1371,1.6342,0.8662,2.1744,2.8173,Lipid transfer-like protein VAS,sp|Q9FFY3|VAS_ARATH,Lipid transfer protein ,Solyc06g084190.3.1,0
NITAB048383.1,0.0272,0.0548,9.1112,12.3235,0.0509,0.0273,13.7077,11.7665,0.0590,0.0105,11.3761,22.1096,0.0395,0.0674,9.2843,17.2238,#N/A,#N/A,Lipid transfer protein ,Solyc09g065430.3.1,#N/A
NITAB048385.1,0.0832,0.0693,11.4677,8.5130,0.2071,0.0918,12.5395,8.3601,0.1121,0.1406,11.0270,7.6342,0.1263,0.2009,14.4663,10.4650,Putative defensin-like protein 120,sp|P82770|DF120_ARATH,low-molecular-weight cysteine-rich 56 ,Solyc06g084170.3.1,defense response to fungus [GO:0050832]; killing of cells of other organism [GO:0031640]
NITAB048467.1,0.1091,0.0231,2.9730,3.5627,0.1988,0.0806,4.3132,3.8555,0.0123,0.0556,1.8800,1.9166,0.0988,0.0708,1.1323,3.5791,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB048484.1,0.0000,0.0424,0.7384,1.9340,0.0288,0.0000,3.3970,3.0336,0.0128,0.0089,0.4170,1.3650,0.0000,0.0000,0.8081,3.5710,Pectinesterase inhibitor 11,sp|Q9STY5|PMI11_ARATH,Plant invertase/pectin methylesterase inhibitor ,Solyc11g019910.1.1,negative regulation of catalytic activity [GO:0043086]; plant-type cell wall organization or biogenesis [GO:0071669]
NITAB048560.1,1.1947,0.5162,13.8694,17.4290,0.4026,0.8245,5.7943,8.1884,1.5862,1.6272,5.8323,9.8049,1.4417,0.0292,10.0008,17.0159,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB048705.1,0.0463,0.0954,7.9030,11.7474,0.1195,0.0907,12.7277,15.0902,0.0163,0.0178,4.9046,7.4287,0.0332,0.1421,4.7132,11.8958,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10,sp|Q9S7R3|LSH10_ARATH,LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein ,Solyc10g008000.1.1,mRNA transcription [GO:0009299]; multicellular organism development [GO:0007275]; post-embryonic plant morphogenesis [GO:0090698]; response to light stimulus [GO:0009416]
NITAB048805.1,2.0872,1.0241,4.2269,2.9442,1.6728,2.8684,6.2596,6.1415,2.7596,2.2605,3.6333,3.3329,2.8643,0.9920,4.1540,2.7631,Ras-related protein Rab11A,sp|Q40191|RB11A_LOTJA,#N/A,#N/A,0
NITAB048807.1,0.1750,0.0894,8.7453,13.3680,0.3821,0.2512,11.6420,12.5187,0.0921,0.1115,6.0367,5.5528,0.0974,0.2486,4.6050,10.5230,Arabinogalactan peptide 14,sp|Q9LVC0|AGP14_ARATH,Arabinogalactan peptide 14 ,Solyc01g005590.2.1,root hair elongation [GO:0048767]
NITAB048829.1,0.4867,0.4864,1.9338,0.7598,0.2822,0.3694,1.1772,0.7451,0.7234,0.6197,2.8003,1.4813,1.1338,0.2390,3.4359,1.4149,#N/A,#N/A,"Microspore-specific promoter 2, putative ",Solyc01g087180.3.1,#N/A
NITAB049051.1,2.9016,2.0287,1.7890,3.3026,3.1153,3.7326,6.6397,6.3885,4.4150,5.0893,5.1960,6.0350,5.1261,1.9740,7.3369,5.9554,Ethylene receptor,sp|O81122|ETR1_MALDO,Never ripe-2,Solyc09g075440.3.1,0
NITAB049088.1,0.0848,0.1365,29.9456,49.7852,0.2050,0.1060,32.9952,33.3288,0.1126,0.0950,30.5358,25.3415,0.1331,0.1928,20.2958,32.5814,Probable cellulose synthase A catalytic subunit 5 [UDP-forming],sp|A2XNT2|CESA5_ORYSI,Cellulose synthase ,Solyc09g072820.3.1,cellulose biosynthetic process [GO:0030244]; cell wall organization [GO:0071555]
NITAB049199.1,0.0656,0.0653,3.1324,5.2965,0.0549,0.0797,6.1172,6.8304,0.0611,0.0203,2.0909,3.1999,0.0114,0.0189,2.2082,6.0199,DNA topoisomerase 2,sp|O24308|TOP2_PEA,DNA topoisomerase 2 ,Solyc01g087500.3.1,DNA topological change [GO:0006265]
NITAB049319.1,0.1458,0.0793,7.2878,12.2109,0.1300,0.0827,12.2370,15.2555,0.0360,0.1652,5.7887,8.1727,0.0671,0.2482,5.5219,11.9413,#N/A,#N/A,"Transmembrane protein, putative ",Solyc01g087020.2.1,#N/A
NITAB049351.1,2.1646,1.9907,2.9528,1.9311,3.0936,2.2679,1.9164,1.7179,2.8040,2.5501,3.8719,2.8524,2.7061,3.3092,6.9244,5.1938,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB049379.1,5.8635,5.0640,8.1525,6.4543,5.8316,5.5732,6.0748,4.7581,6.5304,5.7743,7.8772,7.0015,8.3890,5.3885,11.3345,7.4326,Sucrose synthase 4,sp|Q10LP5|SUS4_ORYSJ,sucrose synthase,Solyc09g098590.3.1,sucrose metabolic process [GO:0005985]
NITAB049407.1,0.3061,0.2930,10.8565,15.0121,0.3273,0.4142,18.0387,20.0738,0.1044,0.7898,5.3242,9.0085,0.0966,0.5916,6.6555,17.8332,Histone H3.2,sp|Q76MV0|H32_TOBAC,Histone H3 ,Solyc10g008910.1.1,0
NITAB049524.1,0.1947,0.0519,2.8256,5.5267,0.0371,0.0788,1.2668,3.0918,0.1810,0.0448,1.3757,2.0140,0.1878,0.0692,1.7400,4.6723,#N/A,#N/A,SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein ,Solyc01g087580.3.1,#N/A
NITAB049576.1,0.0154,0.0418,4.3028,8.5484,0.1412,0.0678,5.7555,6.3310,0.0091,0.0185,3.1504,3.9520,0.0094,0.0980,2.2310,4.6730,#N/A,#N/A,"GRAS family transcription factor, putative ",Solyc01g079370.3.1,#N/A
NITAB049584.1,1.2920,1.2256,1.6439,2.1891,1.1442,0.8354,4.5682,5.1763,1.1197,1.0739,2.5077,2.9672,1.5136,0.9720,1.2911,5.3162,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB049585.1,0.4410,0.3038,1.2774,1.4507,0.3068,0.3233,0.7583,0.4606,2.1076,1.7958,4.6331,6.0957,1.1171,0.1678,4.4592,2.0013,#N/A,#N/A,ENTH/ANTH/VHS superfamily protein ,Solyc01g104870.3.1,#N/A
NITAB049634.1,0.0447,0.0620,12.3621,67.8936,0.1929,0.0541,28.9114,94.5380,0.0581,0.0472,5.8171,44.5312,0.1008,0.0638,9.5368,70.1516,Reticuline oxidase,sp|P93479|RETO_PAPSO,FAD-binding Berberine family protein ,Solyc04g080400.2.1,alkaloid metabolic process [GO:0009820]
NITAB049635.1,0.0487,0.0698,12.3846,66.7086,0.1703,0.0269,28.5884,93.8966,0.0526,0.0942,5.8507,44.6573,0.0716,0.0673,9.8548,68.8524,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB049639.1,0.0732,0.1019,10.0562,18.4984,0.2489,0.1043,15.0898,14.7370,0.0707,0.1158,9.7952,8.6173,0.1151,0.2220,7.0725,12.2646,Beta-D-xylosidase 1,sp|Q9FGY1|BXL1_ARATH,Beta-D-xylosidase family protein ,Solyc01g079570.3.1,arabinan catabolic process [GO:0031222]; seed coat development [GO:0010214]; xylan catabolic process [GO:0045493]
NITAB049729.1,3.3103,4.9150,8.5342,15.9867,3.8578,4.1999,14.2202,16.6554,3.2527,2.3796,4.8426,7.4206,2.1165,4.8283,5.7969,15.7120,Histone H1.2,sp|P26569|H12_ARATH,#N/A,#N/A,"chromosome condensation [GO:0030261]; negative regulation of chromatin silencing [GO:0031936]; negative regulation of DNA recombination [GO:0045910]; nucleosome assembly [GO:0006334]; nucleosome positioning [GO:0016584]; regulation of transcription, DNA-templated [GO:0006355]"
NITAB049742.1,335.0908,308.1529,5.6620,5.2375,427.9473,385.9578,5.2078,3.8002,252.1630,238.4962,5.3386,2.3778,237.1638,349.3104,3.8781,4.3482,"Photosystem II reaction center W protein, chloroplastic",sp|Q9SPI9|PSBW_CHLRE,photosystem II reaction center W ,Solyc09g065910.2.1,photosynthesis [GO:0015979]
NITAB049812.1,0.6818,0.8297,4.9247,5.8096,0.6519,0.6720,6.7670,8.1113,0.8009,0.9184,3.2841,9.9063,0.4249,0.9482,8.3935,7.4544,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB049850.1,0.2986,0.4555,0.7662,0.4217,0.4678,0.3487,0.9153,0.6369,0.2301,0.1575,0.5068,0.3176,0.3662,0.3475,1.5914,2.5862,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB050000.1,0.9804,0.7962,1.5097,1.1496,0.7433,0.5809,1.0027,0.6556,0.9913,0.6256,1.3291,0.9304,0.8424,0.3052,2.0741,0.7598,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB050034.1,0.4739,0.5523,3.5994,6.3016,0.6714,1.2071,11.3720,14.2648,0.4089,0.8150,2.3946,2.3075,0.8743,0.5246,7.4962,13.6391,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB050091.1,0.3117,0.3858,2.4229,3.9406,0.3384,0.4590,3.0719,3.8735,0.3053,0.4445,1.9136,2.4156,0.0369,0.0268,0.0993,0.1157,UDP-glucose 6-dehydrogenase 3,sp|Q9LF33|UGDH3_ARATH,UDP-glucose 6-dehydrogenase family protein ,Solyc02g067080.3.1,carbohydrate metabolic process [GO:0005975]; cell wall pectin metabolic process [GO:0052546]; glycosaminoglycan biosynthetic process [GO:0006024]; UDP-glucuronate biosynthetic process [GO:0006065]
NITAB050134.1,3.3948,2.2687,1.9692,1.8015,2.0681,1.6421,1.9510,2.1564,2.0584,2.0015,1.2986,3.1119,1.9970,2.7663,1.8924,1.5366,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB050186.1,0.1725,0.2336,1.4213,0.9564,0.0000,0.1637,1.4808,0.3089,0.0180,0.0826,1.3652,2.0671,0.3609,0.0000,1.7596,1.7904,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB050197.1,0.0571,0.0459,19.3127,41.0699,0.1325,0.0466,31.9332,46.5589,0.0625,0.0683,12.0976,34.0533,0.0565,0.0410,13.8733,38.6308,Kunitz trypsin inhibitor 2,sp|Q9LMU2|KTI2_ARATH,Kunitz trypsin inhibitor ,Solyc06g072220.1.1,0
NITAB050198.1,1.3190,0.8271,1.6192,5.8164,0.4893,2.0252,3.0982,7.3092,0.7133,4.3004,0.9223,3.0677,0.7660,1.5395,1.5275,5.5180,Kunitz trypsin inhibitor 2,sp|Q9LMU2|KTI2_ARATH,Kunitz trypsin inhibitor ,Solyc06g072220.1.1,0
NITAB050317.1,0.1360,0.3396,2.3768,3.7932,0.0411,0.1590,0.7147,3.9116,0.2236,0.2479,1.1953,1.8978,0.1590,0.3018,1.2891,2.4635,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB050339.1,88.1401,54.2916,2.2092,0.3032,56.7252,47.6894,0.4964,0.6240,77.9850,96.0779,1.1593,0.9145,79.6638,39.1891,3.0993,0.6165,Late embryogenesis abundant protein D-7,sp|P13939|LEAD7_GOSHI,Late embryogenesis abundant protein family protein ,Solyc02g065640.3.1,0
NITAB050584.1,0.5026,0.5444,4.2620,4.0755,0.4846,0.5783,4.0135,2.8398,0.7294,0.6041,4.5690,3.5213,0.6496,0.4087,4.8438,3.2651,Phosphatidylinositol 4-kinase gamma 3,sp|Q9FNF8|P4KG3_ARATH,#N/A,#N/A,regulation of flower development [GO:0009909]; response to abscisic acid [GO:0009737]; response to salt [GO:1902074]
NITAB050699.1,1.1030,0.2052,0.5267,1.1212,0.9554,0.9812,5.4048,2.2551,0.8001,1.1497,0.6083,0.5522,0.7723,0.5009,0.5066,1.6050,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB050746.1,0.0106,0.0037,2.1409,2.4781,0.0045,0.0038,2.8340,1.7873,0.0069,0.0077,2.0311,4.3378,0.0000,0.0000,1.6108,2.3544,Laccase-12,sp|Q9FLB5|LAC12_ARATH,Laccase ,Solyc06g082260.3.1,lignin catabolic process [GO:0046274]
NITAB051039.1,1.1162,1.2643,2.1594,4.1290,1.1758,1.3214,5.7733,5.6561,1.0004,0.9668,1.7325,2.6464,0.8585,1.2352,2.0912,4.8217,9-divinyl ether synthase,sp|Q8W2N5|DES_TOBAC,#N/A,#N/A,0
NITAB051084.1,0.0747,0.0478,20.4294,18.5357,0.1507,0.1348,16.1256,13.8096,0.2491,0.0668,15.0419,12.1598,0.1512,0.0918,11.1062,12.1142,Methylesterase 9,sp|O23171|MES9_ARATH,#N/A,#N/A,"defense response to fungus, incompatible interaction [GO:0009817]; jasmonic acid metabolic process [GO:0009694]; salicylic acid metabolic process [GO:0009696]; systemic acquired resistance [GO:0009627]"
NITAB051142.1,0.3581,0.5613,0.7555,0.3185,0.2210,0.7920,2.4230,0.6573,0.1987,0.0326,0.4858,0.8745,0.1818,0.0000,0.3491,0.0000,#N/A,#N/A,#N/A,#N/A,#N/A
NITAB051180.1,1.4543,1.8055,3.1608,3.3823,1.5100,1.6796,4.1718,3.9551,1.4563,1.3483,2.0109,2.6295,0.1498,0.2270,0.1480,0.1101,#N/A,#N/A,dentin sialophosphoprotein ,Solyc06g005960.3.1,#N/A
NITAB051257.1,97.8243,124.2984,154.6721,205.3808,90.2205,81.3959,274.7705,196.2789,92.6484,80.9393,122.6057,151.9397,102.8893,123.9923,105.8425,244.7856,#N/A,#N/A,Protein DETOXIFICATION ,Solyc02g091080.2.1,#N/A
NITAB051299.1,2.5798,3.1445,6.8111,9.7459,3.3140,4.4895,10.9320,14.5161,1.2124,4.7802,4.4787,6.6921,1.2980,6.5560,7.2501,16.5929,Dirigent protein 19,sp|Q9C523|DIR19_ARATH,Dirigent protein ,Solyc01g021600.3.1,0
